FEATUREID	huc10	AreaSqKM	summer_prcp_mm	mean_jul_temp	forest	allonnet	devel_hi	agriculture	occ_current	occ_air_2	occ_air_4	occ_air_6
201482171	0110000501	1.7514	340.286	16.9675	95.8549	14.7996	0	0.719424	0.99716	0.91429	0.24454	0.00973
201482172	0108020402	9.5634	318.09	19.85	67.549	6.70055	0	1.82571	0.75917	0.30533	0.05775	0.00847
201482173	0109000301	2.7135	293.3327	20.2082	35.8804	20.3317	1.69154	2.7529	0.74328	0.33566	0.08103	0.01515
201482174	0108020403	0.9234	311.14	21.1408	12.2995	29.6296	0	4.87329	0.10327	0.01751	0.00275	0.00043
201482175	0110000102	1.1907	304.7335	19.2602	82.0225	8.76795	0	4.98866	0.57446	0.27943	0.10023	0.03101
201482176	0109000301	1.5237	289.8689	19.2015	76.2846	4.60721	0	8.62374	0.89250	0.54300	0.14535	0.02376
201482177	0110000501	21.6315	343.784	17.5576	91.0327	13.4138	0	4.07739	0.98684	0.70496	0.07075	0.00242
201482178	0109000301	2.2302	296.6541	20.0298	41.165	14.0839	0	7.22357	0.75796	0.34700	0.08271	0.01507
201482179	0109000301	12.6729	290.6288	19.4788	69.2977	6.32768	0.48292	17.0158	0.70754	0.26477	0.05088	0.00792
201482180	0109000408	8.3178	295.3924	20.4868	74.2268	20.6665	0	2.49946	0.19333	0.02680	0.00315	0.00036
201482181	0109000408	1.386	295.3974	19.8119	93.6225	31.8182	0	1.75325	0.23034	0.02979	0.00314	0.00032
201482182	0108020106	4.2345	310.193	17.4822	97.6311	5.65356	0	1.19022	0.99815	0.96641	0.60591	0.07592
201482183	0108020403	64.7766	302.1862	20.238	75.648	11.2013	0.0694695	13.7425	0.11846	0.01519	0.00177	0.00020
201482184	0108020403	106.174	304.3032	21.09	73.3438	11.2384	0.539963	9.35399	0.04494	0.00552	0.00065	0.00008
201482185	0109000403	3.7008	295.069	20.468	61.2772	14.5428	3.35603	1.96984	0.76598	0.28351	0.04566	0.00575
201482186	0109000403	0.8172	295.2166	19.9186	79.1045	3.52423	4.07489	0	0.88619	0.46018	0.08536	0.01011
201482187	0108020106	1.4139	310.716	17.352	100	2.41884	0	0	0.99889	0.97934	0.71451	0.11671
201482188	0108020402	2.3247	317.309	19.6761	52.454	5.96206	0	20.7511	0.61205	0.19457	0.03567	0.00563
201482189	0109000301	3.2175	288.0799	19.5817	54.2813	7.94406	3.07692	12.4755	0.77397	0.35504	0.08130	0.01403
201482190	0109000401	133.421	295.9398	23.758	62.799	24.6922	2.2193	4.99174	0.00076	0.00011	0.00001	0.00000
201482191	0109000401	0.918	296.8542	20.76	54.3011	15.8824	3.43137	2.35294	0.09640	0.01211	0.00141	0.00016
201482192	0109000301	0.7965	293.2103	20.3605	37.037	45.3107	0	0	0.60467	0.20867	0.04348	0.00778
201482193	0109000201	3.0087	293.1505	19.4393	16.3636	0.389455	7.14927	0.329046	0.83463	0.58528	0.28298	0.09940
201482194	0108020601	1.1529	321.801	16.4703	100	0	0	6.86963	0.99812	0.98192	0.84751	0.36263
201482195	0108020601	298.842	335.953		83.8106	3.25827	0	7.18573				
201482196	0109000408	9.7182	295.3933	20.4615	76.7628	22.2541	0	2.38933	0.18164	0.02461	0.00286	0.00033
201482197	0110000501	5.2488	347.71	17.5758	73.0769	4.09808	0	0.857339	0.99229	0.81171	0.12616	0.00481
201482198	0110000501	0.8343	346.65	17.4596	75	0.539374	0	1.40237	0.99459	0.85955	0.16919	0.00673
201482199	0109000301	0.9099	294.0093	19.3668	66.6667	7.22057	0	8.20969	0.86303	0.48566	0.12396	0.02077
201482200	0109000106	33.5259	297.2817	20.425	61.019	11.6963	4.50995	3.19991	0.08754	0.00495	0.00026	0.00001
201482201	0108020402	53.1135	314.29	20.0123	84.0334	9.77887	0.0982801	5.76802	0.51432	0.12114	0.01763	0.00233
201482202	0108020402	429.883	304.9696		77.9612	7.81454	0.0829062	8.18741				
201482203	0110000501	2.1519	313.1211	18.9644	40.5738	6.69176	2.80217	5.39523	0.62888	0.06273	0.00264	0.00010
201482204	0108020107	4.338	308.986	18.3321	79.081	10.9751	0	4.14938	0.97771	0.81797	0.31528	0.04506
201482205	0108020107	6.2415	313.084	18.4311	77.209	16.2797	0.0865177	10.3821	0.93974	0.61961	0.14539	0.01746
201482206	0109000301	1.1205	289.8444	19.5793	60.6838	5.06024	0	15.502	0.79591	0.37679	0.08569	0.01432
201482207	0108020601	3.0501	334.844	16.1063	96.8652	0.53113	0	7.90794	0.99812	0.98219	0.85161	0.37391
201482208	0108020601	4.3317	334.987	16.0178	91.1652	2.59713	0	11.6559	0.99756	0.97770	0.82476	0.33563
201482209	0108020601	39.0456	326.205	17.7069	78.3834	8.56306	0	4.67223	0.97647	0.82539	0.34994	0.05777
201482210	0108020601	1.557	324.405	16.5274	97.5	5.66474	0	1.50289	0.99816	0.98247	0.85267	0.37403
201482211	0109000301	11.3751	291.117	19.6915	60.5806	19.511	0.0474721	11.8126	0.67908	0.24937	0.04957	0.00812
201482212	0108020601	2.2851	350.276	15.7339	97.0238	0.866483	0	0	0.99902	0.99061	0.91614	0.53088
201482213	0109000408	1.0548	295.3164	20.0348	85.3995	11.2628	0	1.53584	0.35282	0.05506	0.00619	0.00066
201482214	0109000401	1.7784	296.4481	20.8286	47.7157	10.83	5.11134	3.74494	0.09065	0.01179	0.00142	0.00017
201482215	0109000401	0.9747	296.5437	20.3459	72.381	37.3038	0.369344	6.92521	0.06656	0.00736	0.00077	0.00008
201482216	0109000401	134.584	295.9482	23.7847	62.7344	24.6446	2.22352	4.96997	0.00073	0.00010	0.00001	0.00000
201482217	0109000201	1.7658	295.5789	19.347	23.3438	17.5841	0	20.7951	0.67826	0.36487	0.13537	0.04092
201482218	0108020402	1.7631	317.738	19.0953	87.9733	7.96325	0	3.87953	0.85857	0.43280	0.08751	0.01191
201482219	0109000301	0.8406	289.0727	19.5632	60.177	2.14133	0	13.4904	0.84441	0.45709	0.11553	0.01986
201482220	0109000301	9.8442	290.7704	19.3327	69.9295	7.16767	0.493692	18.614	0.72227	0.27903	0.05446	0.00850
201482221	0109000301	2.6361	290.2299	19.4824	68.4292	2.35575	0.477979	10.2424	0.85009	0.45748	0.11142	0.01831
201482222	0109000301	4.6476	291.0029	19.5608	68.6332	7.72657	0.116189	7.08753	0.84005	0.43798	0.10365	0.01687
201482223	0109000401	3.1887	297.5577	22.05	7.00637	23.7652	0.564493	13.9994	0.03712	0.00574	0.00086	0.00013
201482224	0109000301	0.909	289.6608	19.332	68.3206	2.17822	0	13.8614	0.85680	0.47185	0.11768	0.01952
201482225	0109000408	17.073	295.0709	20.5249	77.6945	7.98629	0.0896152	0.701107	0.26092	0.03786	0.00437	0.00049
201482226	0109000408	2.5902	295.3623	19.9668	88.5024	11.2578	0	2.01529	0.35363	0.05445	0.00602	0.00064
201482227	0109000401	0.9369	295.9392	21.2273	15.1515	1.34486	0.480307	42.3631	0.04196	0.00632	0.00092	0.00013
201482228	0109000401	1.3167	296.0648	20.536	66.9355	4.10116	1.57211	0.478469	0.19576	0.02524	0.00275	0.00029
201482229	0109000401	0.9117	297.0212	20.626	62.1469	15.3998	1.67818	2.56663	0.12170	0.01497	0.00166	0.00018
201482230	0109000201	6.1092	295.4778	19.0573	46.7769	15.3212	0	5.64231	0.82925	0.54465	0.22756	0.06765
201482231	0110000501	95.0886	345.368	22.6464	66.0944	8.22591	0.95879	10.0905	0.00030	0.00001	0.00000	0.00000
201482232	0108020601	46.5678	346.403	16.9894	90.7751	2.8932	0	2.24576	0.98894	0.90310	0.49281	0.09198
201482233	0108020601	1.1484	334.255	16.2243	100	0	0	0	0.99885	0.98880	0.90001	0.47846
201482234	0109000403	1.0503	295.1857	21.224	28.0576	3.51328	1.28535	17.9092	0.58582	0.17055	0.02903	0.00433
201482235	0109000301	1.1565	289.8677	19.4666	59.3301	17.3541	0	14.1634	0.76741	0.34008	0.07448	0.01241
201482236	0109000302	61.497	290.7905	20.5298	74.0002	8.06527	0.213669	5.21001	0.13155	0.01954	0.00261	0.00034
201482237	0108020601	0.927	329.896	17.0356	78.6325	11.7476	0	4.07767	0.99219	0.93485	0.61847	0.15475
201482238	0108020601	1.1916	328.917	16.5679	87.2727	6.72205	0	8.6858	0.99573	0.96213	0.73467	0.23179
201482239	0110000501	61.1604	329.727	20.3538	66.706	8.78215	0.345812	11.6561	0.04626	0.00091	0.00002	0.00000
201482240	0108020403	6.0768	305.7814	19.6349	63.2028	11.878	0	5.85012	0.38697	0.06972	0.00882	0.00106
201482241	0109000301	1.2528	295.6394	20.0305	31.25	4.9569	4.38218	7.25575	0.75442	0.35550	0.09012	0.01747
201482242	0109000302	0.9099	293.2189	18.9483	96.124	9.0999	0	0.296736	0.60605	0.15326	0.02085	0.00250
201482243	0109000202	0.8568	260.7551	19.6949	0	0	0	0	0.99648	0.98471	0.93611	0.76919
201482244	0108020403	45.3114	310.871	19.9832	70.6231	9.98292	0.0278076	15.7073	0.17261	0.02369	0.00281	0.00033
201482245	0109000403	1.2402	295.0904	19.883	82.7815	14.7315	3.33817	1.81422	0.82883	0.34206	0.05287	0.00596
201482246	0109000301	9.0729	291.0405	19.5441	71.2161	7.76709	0.0595179	9.53278	0.79877	0.36817	0.07880	0.01240
201482247	0109000301	0.9756	292.7688	19.4934	66.3551	14.5756	0	13.0074	0.74837	0.30957	0.06332	0.01009
201482248	0109000202	2.9016	260.9885	19.2093	15.9593	1.83002	1.02357	1.79901	0.99581	0.98071	0.91575	0.69915
201482249	0110000501	8.3241	335.166	17.8905	83.7121	3.0706	0	8.85501	0.96735	0.48688	0.02950	0.00097
201482250	0108020106	130.672	315.584	19.9553	80.4107	3.70615	0.0881597	4.87702	0.42869	0.03860	0.00214	0.00011
201482251	0109000301	13.1823	291.346	19.3142	73.2841	11.5177	0	12.5555	0.77214	0.33182	0.06783	0.01055
201482252	0109000301	2.763	293.4538	19.9328	63.623	2.99674	0.325733	2.34528	0.84366	0.44918	0.10971	0.01828
201482253	0109000301	366.191	289.1612		52.2338	7.44275	5.36916	3.87339				
201482254	0109000403	2.4228	295.4628	20.2745	69.869	12.5557	1.3373	7.16939	0.76362	0.27102	0.04102	0.00490
201482255	0110000501	156.811	339.146	20.6158	66.3095	8.46787	0.716274	10.6649	0.03226	0.00122	0.00004	0.00000
201482256	0110000501	182.427	342.112	20.8006	70.6197	7.60347	1.16923	5.49046	0.02938	0.00105	0.00004	0.00000
201482257	0110000501	8.2881	342.852	17.925	73.8551	3.52916	0	3.47486	0.97785	0.59537	0.04674	0.00163
201482258	0109000301	1.3833	290.7481	18.9812	58.0175	4.16396	0	39.4275	0.58837	0.18612	0.03530	0.00582
201482259	0109000106	1.1772	296.2651	19.6042	78.0952	11.3914	0.840979	2.59939	0.43507	0.03436	0.00164	0.00008
201482260	0109000106	4.3965	296.7593	19.6999	61.629	13.5722	8.16786	4.13511	0.20167	0.01285	0.00067	0.00003
201482261	0109000402	1.4562	296.2144	20.3084	72.2892	39.9876	0	5.80964	0.90993	0.69236	0.33393	0.10047
201482262	0109000301	1.0098	293.334	19.6363	70.2564	0.0891266	0	1.42602	0.90132	0.57208	0.16364	0.02784
201482263	0109000403	1.2663	295.4729	20.1698	70.4861	14.9254	2.55864	7.17839	0.74180	0.24832	0.03660	0.00435
201482264	0110000501	57.8169	330.728	19.0962	67.0333	8.88062	0.245949	12.0235	0.49912	0.03432	0.00127	0.00005
201482265	0110000501	12.6045	342.061	18.1878	79.2513	3.52017	0	4.2699	0.95597	0.41269	0.02224	0.00074
201482266	0109000106	4.5405	296.6558	20.3084	52.0803	8.10704	2.77502	0.673935	0.21485	0.01412	0.00075	0.00004
201482267	0109000201	7.5402	295.8642	18.5196	65.7625	30.8666	0.190976	12.8432	0.71825	0.37236	0.12131	0.03113
201482268	0109000201	3.8547	295.6773	18.427	66.1389	29.1852	0	10.8569	0.78303	0.45346	0.16020	0.04202
201482269	0108020601	6.4188	346.63	16.1397	98.0493	0.602916	0	0	0.99832	0.98383	0.86188	0.39024
201482270	0109000403	4.3677	295.3493	20.4545	64.0541	11.3332	1.0509	8.75747	0.72977	0.24300	0.03675	0.00452
201482271	0109000403	5.8329	295.3557	20.537	63.5708	12.4672	0.786916	7.96173	0.71988	0.23444	0.03521	0.00433
201482272	0109000402	0.7812	296.7682	21.1121	37.5	15.8986	3.91705	3.45622	0.94758	0.83046	0.57029	0.26448
201482273	0109000201	1.7154	295.727	17.7945	91.2281	32.8961	0	2.78069	0.89384	0.63469	0.26393	0.06889
201482274	0109000201	0.9567	295.5587	19.9177	15.5172	33.5842	0	0.376294	0.69764	0.39073	0.15126	0.04720
201482275	0109000201	1.1079	295.4287	19.7222	15.5172	3.7368	0	8.36718	0.84372	0.60078	0.29551	0.10469
201482276	0108020601	8.1171	334.861	16.3924	93.9433	1.75186	0	10.7551	0.99589	0.96228	0.72883	0.22068
201482277	0108020106	5.6349	318.666	17.2452	90.2637	4.63185	0	0.702763	0.99873	0.97745	0.70527	0.11669
201482278	0108020403	1.2627	319.227	18.5922	98.4496	1.99572	0	1.56807	0.77094	0.24860	0.03149	0.00319
201482279	0109000408	2.8386	295.411	20.1115	83.4563	13.792	0	1.42676	0.31660	0.04770	0.00539	0.00059
201482280	0109000408	1.8594	295.4316	21.4388	36.1224	11.9555	0	1.98451	0.19541	0.03285	0.00473	0.00066
201482281	0109000402	2.2707	296.6514	20.2797	66.0504	33.6108	2.73484	11.0979	0.85427	0.57683	0.24069	0.06865
201482282	0109000402	10.9773	296.3239	20.4949	66.7229	31.2126	0.336148	18.9555	0.75998	0.42666	0.14887	0.03949
201482283	0109000402	10.1673	296.2857	20.3413	71.5825	32.2121	0.0619634	20.2001	0.74759	0.40389	0.13421	0.03425
201482284	0109000402	8.0127	295.9597	20.3582	77.6413	35.3476	0.0786252	6.87409	0.89671	0.65558	0.29445	0.08384
201482285	0110000501	4.1598	340.168	17.6429	75.3156	0.216357	0	8.93553	0.98526	0.69053	0.06934	0.00248
201482286	0110000501	4.9194	338.69	18.3392	57.1429	5.79949	0	19.8683	0.84160	0.16366	0.00716	0.00027
201482287	0108020602	1.8009	344.882	16.1162	91.2088	4.5977	0	1.7991	0.99942	0.99167	0.89092	0.35905
201482288	0108020602	2.7567	349.618	16.5678	63.6678	3.72184	0	1.79563	0.99828	0.97830	0.77826	0.21461
201482289	0108020106	6.5079	320.869	17.0791	94.094	1.47974	0	0.622321	0.99914	0.98439	0.77341	0.15592
201482290	0109000408	12.069	295.3768	20.4576	78.0276	20.8427	0	3.10216	0.17899	0.02409	0.00279	0.00032
201482291	0108020401	0.9126	319.548	19.1751	82.8054	7.29783	0	8.77712	0.91659	0.61285	0.18570	0.03181
201482292	0108020401	1.3185	318.655	19.2745	70.2128	1.29693	0	22.5939	0.80607	0.39219	0.09105	0.01531
201482293	0108020403	0.8622	319.225	18.1121	100	0	0	10.2296	0.82516	0.31729	0.04377	0.00449
201482294	0110000501	54.387	331.812	18.9973	68.3328	8.83171	0.226709	12.3862	0.55749	0.04270	0.00158	0.00006
201482295	0108020106	2.8305	306.1731	17.9482	92.7632	2.63911	0.063593	2.35294	0.99564	0.92566	0.40435	0.03568
201482296	0108020401	20.2194	321.751	19.8094	75.6926	5.43933	0.0400605	1.70035	0.91322	0.60930	0.18769	0.03311
201482297	0108020401	4.9077	320.65	19.3604	79.8949	1.68714	0	5.35485	0.93545	0.67825	0.23470	0.04271
201482298	0108020403	1.7046	306.7164	18.6796	97.1698	17.1595	0	2.58712	0.61063	0.13469	0.01522	0.00153
201482299	0109000202	1.0458	260.7342	18.5925	31.338	5.07745	2.83993	3.44234	0.99572	0.97922	0.90517	0.65914
201482300	0108020106	133.856	315.359	20.0359	80.2299	3.6738	0.104216	4.81076	0.38459	0.03231	0.00178	0.00010
201482301	0108020107	1.1619	315.509	18.2846	61.3707	6.81642	3.64059	12.471	0.93846	0.63252	0.16269	0.02146
201482302	0108020403	2.2671	305.6831	19.1141	75.8681	10.401	0	15.4823	0.40959	0.07196	0.00859	0.00097
201482303	0109000302	4.2678	292.5416	19.3247	84.5263	5.71489	0	3.26866	0.50453	0.11246	0.01552	0.00196
201482304	0109000401	47.8647	295.7223	21.2984	63.1465	10.3417	3.2548	3.18523	0.04339	0.00500	0.00056	0.00006
201482305	0109000401	2.9097	296.4772	20.6407	58.3554	21.5899	3.74265	4.60872	0.07344	0.00888	0.00101	0.00011
201482306	0108020601	11.0151	333.14	16.8252	77.6181	3.48068	0	21.17	0.98071	0.85360	0.40073	0.07123
201482307	0108020106	6.4656	309.979	17.6306	98.1152	4.9833	0	3.34076	0.99686	0.94425	0.47445	0.04591
201482308	0108020402	483.71	306.0121		78.6699	8.01963	0.0880072	7.916				
201482309	0108020402	1.6794	318.7812	19.759	65.8878	2.51876	1.1254	2.41158	0.78319	0.33733	0.06694	0.01001
201482310	0108020403	11.6469	317.076	19.4536	71.4785	6.05054	0	8.36102	0.42941	0.07866	0.00959	0.00110
201482311	0108020403	319.659	305.3377		73.9419	11.851	0.254521	11.173				
201482312	0109000301	1.5993	290.627	19.43	70.7463	2.30726	0.168824	6.80923	0.88808	0.53794	0.14589	0.02445
201482313	0109000401	172.643	293.2769	23.7252	55.6208	12.3372	3.95254	2.23275	0.00131	0.00016	0.00002	0.00000
201482314	0110000501	44.4186	331.907	18.882	67.1531	10.1998	0.230984	13.2208	0.60400	0.05193	0.00196	0.00007
201482315	0108020106	26.2809	313.923	18.264	86.8568	4.18479	0	4.15054	0.98458	0.77969	0.16396	0.01075
201482316	0108020403	3.771	303.6543	19.1027	78.1732	10.0477	0.692124	7.25537	0.49463	0.09719	0.01170	0.00130
201482317	0110000102	2.1735	300.5198	19.8398	66.881	6.91511	0	3.72671	0.57619	0.29749	0.11653	0.03946
201482318	0109000301	8.6679	291.828	19.6626	61.1412	20.1537	0	13.4254	0.65662	0.23003	0.04459	0.00724
201482319	0109000301	1.062	289.5167	19.6629	43.5484	20.8475	0	28.1356	0.51690	0.15411	0.03009	0.00525
201482320	0108020601	1.7982	348.792	14.9131	98.8338	1.05105	0	0	0.99977	0.99784	0.98034	0.84352
201482321	0109000403	0.9369	295.4865	20.0115	80.2083	8.26129	0	4.9952	0.86556	0.41058	0.07007	0.00809
201482322	0109000403	5.4504	295.1521	20.4974	63.2379	13.5238	2.8897	1.5852	0.77225	0.28840	0.04620	0.00576
201482323	0108020107	1.2024	308.991	17.6883	97.5207	2.76946	0	0	0.99540	0.95306	0.65559	0.15144
201482324	0108020107	1.2042	308.233	18.0375	89.5105	2.69058	0	0	0.99235	0.92643	0.55017	0.10616
201482325	0109000302	62.7678	290.8392	20.5396	74.3143	8.25471	0.209343	5.28089	0.12768	0.01889	0.00253	0.00033
201482326	0109000302	6.255	292.7126	19.3468	87.4908	4.90647	0	3.06475	0.49175	0.10593	0.01430	0.00177
201482327	0109000403	1.1637	295.4532	20.64	62.5	14.7718	0	0	0.82459	0.35819	0.06213	0.00780
201482328	0109000401	152.169	296.1393	24.0696	62.7299	23.0138	2.28771	4.55591	0.00051	0.00007	0.00001	0.00000
201482329	0110000501	339.466	340.721		68.4039	8.01916	0.959214	7.87706				
201482330	0108020601	48.582	345.892	16.9651	90.7895	2.77325	0	2.21564	0.98951	0.90758	0.50552	0.09619
201482331	0108020403	1.1781	304.8057	18.4096	90.6475	2.36822	0	22.4599	0.60053	0.13541	0.01605	0.00170
201482332	0108020403	14.2857	304.4052	19.3759	75.1225	9.94141	0.2457	14.3199	0.33208	0.05300	0.00626	0.00071
201482333	0110000501	11.0628	336.076	18.3129	62.1424	2.76603	0.065083	17.0273	0.87571	0.20075	0.00888	0.00032
201482334	0109000302	1.9701	293.0796	19.0085	94.1026	2.32983	0	2.64961	0.61988	0.16235	0.02252	0.00273
201482335	0109000408	1.2087	295.2114	19.841	91.1111	16.0089	0.0744602	5.21221	0.30506	0.04366	0.00473	0.00049
201482336	0108020601	2.0574	334.274	16.4353	85.7143	2.88714	0	6.34296	0.99688	0.97222	0.79315	0.29584
201482337	0108020106	20945.7	328.214		77.5321	3.62058	0.113348	6.30393				
201482338	0108020106	3.5298	304.2556	18.3703	77.2878	14.8649	0	12.0092	0.96676	0.63319	0.09296	0.00605
201482339	0109000201	1.5228	296.0746	18.7817	40.1535	27.4823	0	25.9456	0.61210	0.28790	0.09385	0.02585
201482340	0108020601	9.279	344.394	15.4515	97.4504	0.417071	0	0.252182	0.99949	0.99527	0.95778	0.70967
201482341	0108020601	11.4219	334.43	14.866	92.2186	1.76503	0	9.73131	0.99969	0.99715	0.97478	0.81012
201482342	0108020106	2.4003	304.9558	19.5239	30.9192	1.49981	4.7994	3.56205	0.90887	0.42098	0.05035	0.00385
201482343	0109000401	5.5395	295.4953	19.9424	90.5732	13.3387	0.16247	3.02193	0.21182	0.02463	0.00237	0.00022
201482344	0109000401	3.159	295.6171	20.0447	87.2832	14.0171	0.39886	0.940171	0.20683	0.02427	0.00237	0.00023
201482345	0108020403	273.61	304.3978		74.5692	12.1677	0.292753	10.3878				
201482346	0108020403	22.6395	308.565	19.5673	68.7531	7.54124	0.465116	16.0604	0.28401	0.04405	0.00532	0.00062
201482347	0108020403	15.4773	304.4357	19.3933	76.3683	9.40862	0.226784	14.927	0.31964	0.04989	0.00584	0.00066
201482348	0108020403	1.53	303.7008	19.2181	81.6143	20.2353	0	5.64706	0.39447	0.06558	0.00750	0.00081
201482349	0109000301	1.1034	293.6303	19.6091	68.2203	5.70962	0	3.75204	0.86896	0.49570	0.12719	0.02115
201482350	0109000403	1.1403	295.418	20.6164	59.2308	10.0237	0	4.18311	0.81402	0.34652	0.06037	0.00772
201482351	0109000408	0.8352	295.3111	20.8264	58.5284	11.0991	0	1.2931	0.25046	0.03968	0.00509	0.00063
201482352	0109000408	3.4236	295.3066	20.2544	78.4232	12.3291	0	1.47213	0.30631	0.04680	0.00543	0.00061
201482353	0109000402	325.261	294.6219		59.2191	17.3182	3.17182	3.34116				
201482354	0109000402	2.0745	297.3889	20.2945	72.987	10.3688	1.73536	4.25163	0.96104	0.84545	0.54816	0.21203
201482355	0109000402	1.0611	296.5649	20.8916	35.1621	36.6412	0	27.6506	0.64371	0.33311	0.12135	0.03678
201482356	0108020107	2.2878	314.853	17.6724	93.0657	10.0315	0.511408	10.6216	0.98223	0.84270	0.34178	0.04792
201482357	0109000106	2.0889	296.9476	20.7321	30.4878	1.03404	4.35157	0.861698	0.15784	0.01077	0.00063	0.00004
201482358	0108020601	57.9978	345.622	17.4545	92.1595	2.38975	0	1.9118	0.97695	0.81259	0.30722	0.04339
201482359	0108020601	2.3463	321.707	16.6319	98.8764	2.26314	0	3.29881	0.99797	0.98056	0.83794	0.34638
201482360	0108020601	1.5201	320.878	16.3304	84.6939	5.3286	0	30.4322	0.98896	0.90970	0.53123	0.11307
201482361	0110000102	0.9522	303.4363	18.9934	96.6019	9.54631	0	0.094518	0.62994	0.31076	0.10669	0.03067
201482362	0110000102	0.8442	302.3719	18.8881	100	2.55864	0	1.17271	0.69036	0.36706	0.13108	0.03776
201482363	0109000403	3.5271	295.4206	20.9429	38.7164	1.78617	6.50676	0.688951	0.76674	0.31035	0.05804	0.00836
201482364	0110000501	0.9081	313.6498	17.8919	74.5455	19.1278	0	22.2993	0.83526	0.14804	0.00592	0.00020
201482365	0110000501	22.7196	343.601	17.1723	80.3766	5.79544	0	4.00095	0.99606	0.89417	0.22031	0.00936
201482366	0109000106	6.0975	294.5618	20.1655	59.2593	16.8708	1.32841	2.53875	0.20208	0.01274	0.00066	0.00003
201482367	0109000106	1.1043	295.6256	20.8605	34.8754	6.84597	0	0.814996	0.16562	0.01101	0.00062	0.00004
201482368	0109000201	13.8987	283.1017	19.5138	25.5022	12.0044	0.615165	11.2802	0.81163	0.53737	0.23844	0.07783
201482369	0110000501	33.1983	330.605	18.74	69.0892	12.7118	0.287364	12.0151	0.66960	0.06775	0.00260	0.00009
201482370	0108020601	1.8198	341.844	15.963	98	0	0	0	0.99900	0.99034	0.91351	0.52105
201482371	0109000106	27.8064	297.4044	21.754	62.1433	10.736	4.11056	3.14604	0.00602	0.00015	0.00000	0.00000
201482372	0109000301	0.945	289.4247	19.0866	70.7317	9.33333	0	19.4286	0.80257	0.37619	0.08211	0.01310
201482373	0109000301	8.6751	291.0034	19.1588	71.5606	7.87426	0.197116	19.6908	0.75156	0.30925	0.06214	0.00971
201482374	0109000201	35.1549	288.1918	19.5593	37.8189	3.71376	1.32869	3.22572	0.81088	0.51835	0.21268	0.06351
201482375	0109000403	1.2006	295.576	20.2813	60.3352	4.87256	5.32234	5.17241	0.77869	0.30039	0.04978	0.00635
201482376	0109000201	19.9089	286.7881	19.1106	48.2323	3.01523	0.257674	2.96551	0.89620	0.67562	0.33446	0.10813
201482377	0109000402	1.2321	297.7338	20.2881	71.6578	2.84879	1.53397	5.62454	0.96738	0.86881	0.59661	0.24827
201482378	0108020106	16.6527	316.803	18.0186	84.3175	3.13463	0	4.37767	0.99104	0.86149	0.25915	0.01929
201482379	0108020106	0.8937	309.01	18.1161	64.0777	2.21551	0	17.422	0.97866	0.74306	0.15429	0.01138
201482380	0109000301	2.1888	291.4235	19.6745	63.3947	6.16776	0.246711	3.49507	0.87464	0.51434	0.13847	0.02382
201482381	0109000402	2.0889	297.5004	20.1248	35.4978	20.2068	0	71.9517	0.07096	0.02107	0.00603	0.00171
201482382	0110000501	2.8764	350.581	17.2837	77.2829	6.97747	0	0	0.99622	0.89662	0.22219	0.00932
201482383	0108020106	2.0412	305.7335	19.0469	58.6035	7.93651	0	0	0.97314	0.69625	0.12664	0.00909
201482384	0109000301	3.9861	292.2781	18.5789	94.6579	6.1865	0	9.73132	0.91856	0.59688	0.16272	0.02487
201482385	0109000106	7.299	294.7408	20.3079	55.9449	15.3021	1.10974	2.24414	0.18200	0.01136	0.00059	0.00003
201482386	0110000501	346.223	340.162		68.3843	8.1109	0.95453	7.86837				
201482387	0110000501	23.6565	342.414	18.423	80.1059	6.40289	0	4.6985	0.91550	0.25999	0.01127	0.00037
201482388	0108020106	137.769	315.076	20.1329	79.5326	3.69814	0.113015	4.74532	0.33509	0.02624	0.00144	0.00008
201482389	0109000106	21.9456	297.531	20.088	66.132	11.9997	3.39567	3.69094	0.16957	0.01014	0.00051	0.00003
201482390	0109000201	3.5973	286.4938	18.6773	52.0833	2.87716	0	6.42982	0.93230	0.76755	0.44191	0.15960
201482391	0110000501	1.5858	344.487	16.901	100	0.681044	0	1.13507	0.99867	0.95711	0.39834	0.01927
201482392	0110000501	2.1411	345.611	16.7135	100	0	0	0	0.99927	0.97586	0.54533	0.03436
201482393	0108020601	302.661	335.751		83.8219	3.22222	0	7.12629				
201482394	0108020601	3.9303	321.314	16.9612	92.7114	3.86993	0	13.7394	0.99175	0.92737	0.57573	0.12604
201482395	0109000301	10.6551	291.2977	19.6063	71.1871	8.46355	0.05068	9.84036	0.77041	0.33024	0.06756	0.01053
201482396	0109000302	69.5835	291.0277	20.5721	75.5867	8.08252	0.188838	5.06499	0.12003	0.01752	0.00233	0.00030
201482397	0108020403	1.665	305.4362	19.0916	77.2455	12.0541	0	6.48649	0.51801	0.10594	0.01289	0.00144
201482398	0110000102	55.3905	303.2647	20.6867	73.8343	13.8728	0.256723	5.851	0.17966	0.06296	0.02020	0.00629
201482399	0108020601	1.5372	335.249	16.1851	96.8379	0.117096	0	2.04918	0.99866	0.98721	0.88894	0.45346
201482400	0108020403	1.1313	307.386	19.1229	79.5872	6.1257	0.795545	7.63723	0.50802	0.10121	0.01213	0.00134
201482401	0108020403	4.9707	306.1152	19.1517	81.7284	14.8108	0.615607	9.32464	0.39594	0.06634	0.00764	0.00083
201482402	0109000301	370.123	289.2069		52.5328	7.40016	5.31504	3.85996				
